time,open,high,low,close,volume,low_time,high_time
2020-11-05 13:00:00,1.18113,1.18147,1.18003,1.18103,2475,2020-11-05 13:10:00,2020-11-05 13:44:00
2020-11-05 14:00:00,1.18103,1.18468,1.18056,1.18451,2876,2020-11-05 14:00:00,2020-11-05 14:58:00
2020-11-05 15:00:00,1.18455,1.18597,1.18313,1.18393,3154,2020-11-05 15:42:00,2020-11-05 15:13:00
2020-11-05 16:00:00,1.18387,1.18399,1.18187,1.18279,3073,2020-11-05 16:21:00,2020-11-05 16:00:00
2020-11-05 17:00:00,1.18283,1.18332,1.18013,1.18247,3419,2020-11-05 17:28:00,2020-11-05 17:01:00
2020-11-05 18:00:00,1.18247,1.18319,1.18051,1.18083,2924,2020-11-05 18:57:00,2020-11-05 18:22:00
2020-11-05 19:00:00,1.18082,1.18097,1.17917,1.18032,2209,2020-11-05 19:29:00,2020-11-05 19:01:00
2020-11-05 20:00:00,1.18036,1.18159,1.17955,1.18114,1699,2020-11-05 20:23:00,2020-11-05 20:50:00
2020-11-05 21:00:00,1.1811,1.18395,1.18072,1.18385,2351,2020-11-05 21:00:00,2020-11-05 21:59:00
2020-11-05 22:00:00,1.18384,1.18441,1.18113,1.18262,2124,2020-11-05 22:41:00,2020-11-05 22:03:00
2020-11-05 23:00:00,1.18262,1.18347,1.18259,1.183,780,2020-11-05 23:29:00,2020-11-05 23:50:00
2020-11-06 00:00:00,1.18254,1.18344,1.18226,1.18229,428,2020-11-06 00:56:00,2020-11-06 00:23:00
2020-11-06 01:00:00,1.18229,1.18456,1.18085,1.1817,1671,2020-11-06 01:55:00,2020-11-06 01:49:00
2020-11-06 02:00:00,1.18173,1.18319,1.18044,1.18048,1913,2020-11-06 02:58:00,2020-11-06 02:13:00
2020-11-06 03:00:00,1.1805,1.18141,1.17955,1.1812,2372,2020-11-06 03:11:00,2020-11-06 03:58:00
2020-11-06 04:00:00,1.18121,1.18268,1.18077,1.18242,2082,2020-11-06 04:04:00,2020-11-06 04:19:00
2020-11-06 05:00:00,1.18242,1.18334,1.18201,1.18242,1789,2020-11-06 05:13:00,2020-11-06 05:22:00
2020-11-06 06:00:00,1.18242,1.18268,1.18187,1.1819,1333,2020-11-06 06:12:00,2020-11-06 06:30:00
2020-11-06 07:00:00,1.1819,1.18271,1.18141,1.18145,1429,2020-11-06 07:59:00,2020-11-06 07:15:00
2020-11-06 08:00:00,1.18141,1.18313,1.1813,1.18293,1526,2020-11-06 08:00:00,2020-11-06 08:50:00
2020-11-06 09:00:00,1.18292,1.18408,1.18277,1.18401,2192,2020-11-06 09:03:00,2020-11-06 09:55:00
2020-11-06 10:00:00,1.18406,1.18534,1.18331,1.18432,2714,2020-11-06 10:16:00,2020-11-06 10:36:00
2020-11-06 11:00:00,1.18432,1.18537,1.18257,1.18532,2688,2020-11-06 11:09:00,2020-11-06 11:59:00
2020-11-06 12:00:00,1.18531,1.1875,1.18467,1.18658,2441,2020-11-06 12:05:00,2020-11-06 12:51:00
2020-11-06 13:00:00,1.18658,1.18804,1.18658,1.18776,2454,2020-11-06 13:00:00,2020-11-06 13:53:00
2020-11-06 14:00:00,1.18775,1.18844,1.18621,1.1875,2591,2020-11-06 14:41:00,2020-11-06 14:05:00
2020-11-06 15:00:00,1.18755,1.18901,1.1866,1.1889,3330,2020-11-06 15:33:00,2020-11-06 15:56:00
2020-11-06 16:00:00,1.18895,1.1891,1.18513,1.18612,3878,2020-11-06 16:52:00,2020-11-06 16:00:00
2020-11-06 17:00:00,1.18613,1.18848,1.1859,1.18719,3352,2020-11-06 17:00:00,2020-11-06 17:53:00
2020-11-06 18:00:00,1.18727,1.18903,1.18711,1.18853,2726,2020-11-06 18:00:00,2020-11-06 18:40:00
2020-11-06 19:00:00,1.18853,1.18902,1.18773,1.18811,1941,2020-11-06 19:59:00,2020-11-06 19:05:00
2020-11-06 20:00:00,1.18811,1.18853,1.18788,1.18824,1169,2020-11-06 20:02:00,2020-11-06 20:24:00
2020-11-06 21:00:00,1.18825,1.18865,1.18803,1.18818,851,2020-11-06 21:04:00,2020-11-06 21:28:00
2020-11-06 22:00:00,1.18813,1.18829,1.18763,1.18788,1222,2020-11-06 22:22:00,2020-11-06 22:49:00
2020-11-06 23:00:00,1.18788,1.18818,1.18717,1.18751,666,2020-11-06 23:28:00,2020-11-06 23:18:00
2020-11-09 00:00:00,1.18882,1.18892,1.18863,1.18888,328,2020-11-09 00:39:00,2020-11-09 00:51:00
2020-11-09 01:00:00,1.18888,1.1895,1.18839,1.18926,1313,2020-11-09 01:02:00,2020-11-09 01:23:00
2020-11-09 02:00:00,1.18926,1.18932,1.18798,1.18859,1648,2020-11-09 02:10:00,2020-11-09 02:01:00
2020-11-09 03:00:00,1.18859,1.1895,1.18824,1.1888,2085,2020-11-09 03:07:00,2020-11-09 03:26:00
2020-11-09 04:00:00,1.1888,1.1893,1.1887,1.18906,1249,2020-11-09 04:01:00,2020-11-09 04:26:00
2020-11-09 05:00:00,1.18906,1.18916,1.18875,1.18914,1185,2020-11-09 05:38:00,2020-11-09 05:52:00
2020-11-09 06:00:00,1.18916,1.18943,1.18866,1.18869,995,2020-11-09 06:59:00,2020-11-09 06:12:00
2020-11-09 07:00:00,1.18869,1.18958,1.18802,1.18806,1273,2020-11-09 07:59:00,2020-11-09 07:38:00
2020-11-09 08:00:00,1.18808,1.18933,1.18808,1.18925,1538,2020-11-09 08:00:00,2020-11-09 08:59:00
2020-11-09 09:00:00,1.18923,1.18984,1.18813,1.18887,2375,2020-11-09 09:41:00,2020-11-09 09:08:00
2020-11-09 10:00:00,1.18887,1.18963,1.18649,1.18717,2577,2020-11-09 10:45:00,2020-11-09 10:04:00
2020-11-09 11:00:00,1.18719,1.18852,1.18665,1.18739,2342,2020-11-09 11:51:00,2020-11-09 11:33:00
2020-11-09 12:00:00,1.18739,1.18801,1.18702,1.188,1517,2020-11-09 12:27:00,2020-11-09 12:59:00
2020-11-09 13:00:00,1.188,1.18998,1.18601,1.1887,2768,2020-11-09 13:43:00,2020-11-09 13:53:00
2020-11-09 14:00:00,1.18866,1.18998,1.18705,1.18942,5054,2020-11-09 14:14:00,2020-11-09 14:58:00
2020-11-09 15:00:00,1.18941,1.19068,1.18714,1.1893,4381,2020-11-09 15:18:00,2020-11-09 15:05:00
2020-11-09 16:00:00,1.18928,1.192,1.18617,1.1863,4264,2020-11-09 16:59:00,2020-11-09 16:28:00
2020-11-09 17:00:00,1.18627,1.18701,1.1814,1.18282,4658,2020-11-09 17:49:00,2020-11-09 17:06:00
2020-11-09 18:00:00,1.18282,1.18282,1.17954,1.18096,4261,2020-11-09 18:12:00,2020-11-09 18:00:00
2020-11-09 19:00:00,1.18096,1.18231,1.18076,1.18186,2998,2020-11-09 19:04:00,2020-11-09 19:45:00
2020-11-09 20:00:00,1.18181,1.18214,1.18031,1.18163,2490,2020-11-09 20:27:00,2020-11-09 20:07:00
2020-11-09 21:00:00,1.18163,1.18325,1.18153,1.18324,1932,2020-11-09 21:00:00,2020-11-09 21:59:00
2020-11-09 22:00:00,1.18324,1.18359,1.18103,1.18119,2249,2020-11-09 22:59:00,2020-11-09 22:06:00
2020-11-09 23:00:00,1.18121,1.18208,1.18105,1.1812,894,2020-11-09 23:49:00,2020-11-09 23:13:00
2020-11-10 00:00:00,1.18112,1.1819,1.18101,1.18177,525,2020-11-10 00:07:00,2020-11-10 00:24:00
2020-11-10 01:00:00,1.18177,1.18277,1.18143,1.18242,1276,2020-11-10 01:02:00,2020-11-10 01:47:00
2020-11-10 02:00:00,1.1824,1.18263,1.1807,1.18149,2126,2020-11-10 02:29:00,2020-11-10 02:03:00
2020-11-10 03:00:00,1.18146,1.18283,1.18139,1.18242,2237,2020-11-10 03:00:00,2020-11-10 03:36:00
2020-11-10 04:00:00,1.18245,1.18382,1.18237,1.18258,2262,2020-11-10 04:00:00,2020-11-10 04:12:00
2020-11-10 05:00:00,1.18258,1.18318,1.1823,1.18308,1734,2020-11-10 05:03:00,2020-11-10 05:59:00
2020-11-10 06:00:00,1.18308,1.18375,1.18305,1.18354,1411,2020-11-10 06:00:00,2020-11-10 06:33:00
2020-11-10 07:00:00,1.18354,1.18372,1.18251,1.18334,1290,2020-11-10 07:46:00,2020-11-10 07:25:00
2020-11-10 08:00:00,1.18333,1.18347,1.18197,1.18297,1750,2020-11-10 08:36:00,2020-11-10 08:00:00
2020-11-10 09:00:00,1.18299,1.18359,1.18141,1.18168,2554,2020-11-10 09:55:00,2020-11-10 09:28:00
2020-11-10 10:00:00,1.18167,1.18433,1.18164,1.18347,3277,2020-11-10 10:00:00,2020-11-10 10:40:00
2020-11-10 11:00:00,1.18346,1.18405,1.18004,1.18065,2835,2020-11-10 11:53:00,2020-11-10 11:19:00
2020-11-10 12:00:00,1.18065,1.18098,1.17801,1.17803,3423,2020-11-10 12:51:00,2020-11-10 12:01:00
2020-11-10 13:00:00,1.17804,1.18079,1.17801,1.18009,2714,2020-11-10 13:00:00,2020-11-10 13:56:00
2020-11-10 14:00:00,1.18009,1.18196,1.17957,1.18097,2744,2020-11-10 14:01:00,2020-11-10 14:14:00
2020-11-10 15:00:00,1.18095,1.18148,1.17933,1.18098,3007,2020-11-10 15:39:00,2020-11-10 15:58:00
2020-11-10 16:00:00,1.18101,1.18267,1.18014,1.18138,3688,2020-11-10 16:46:00,2020-11-10 16:29:00
2020-11-10 17:00:00,1.18136,1.18343,1.18073,1.18208,3965,2020-11-10 17:00:00,2020-11-10 17:05:00
2020-11-10 18:00:00,1.18206,1.18233,1.18028,1.181,2733,2020-11-10 18:55:00,2020-11-10 18:02:00
2020-11-10 19:00:00,1.181,1.18225,1.18085,1.18197,1904,2020-11-10 19:00:00,2020-11-10 19:56:00
2020-11-10 20:00:00,1.182,1.18238,1.18157,1.18208,1553,2020-11-10 20:28:00,2020-11-10 20:04:00
2020-11-10 21:00:00,1.18209,1.18261,1.18132,1.18137,1803,2020-11-10 21:59:00,2020-11-10 21:15:00
2020-11-10 22:00:00,1.18139,1.18154,1.18033,1.18089,1604,2020-11-10 22:56:00,2020-11-10 22:02:00
2020-11-10 23:00:00,1.18088,1.18184,1.18047,1.18167,726,2020-11-10 23:02:00,2020-11-10 23:51:00
2020-11-11 00:00:00,1.18174,1.18213,1.18072,1.18187,536,2020-11-11 00:12:00,2020-11-11 00:41:00
2020-11-11 01:00:00,1.18187,1.18206,1.1817,1.18183,849,2020-11-11 01:13:00,2020-11-11 01:05:00
2020-11-11 02:00:00,1.18185,1.18263,1.18171,1.1818,1319,2020-11-11 02:06:00,2020-11-11 02:27:00
2020-11-11 03:00:00,1.18177,1.18283,1.18173,1.18271,1636,2020-11-11 03:00:00,2020-11-11 03:50:00
2020-11-11 04:00:00,1.18271,1.18282,1.18216,1.1825,1394,2020-11-11 04:34:00,2020-11-11 04:27:00
2020-11-11 05:00:00,1.18251,1.18328,1.1824,1.18271,1330,2020-11-11 05:02:00,2020-11-11 05:21:00
2020-11-11 06:00:00,1.18271,1.1829,1.18227,1.18228,809,2020-11-11 06:59:00,2020-11-11 06:11:00
2020-11-11 07:00:00,1.18228,1.18262,1.18213,1.18249,850,2020-11-11 07:19:00,2020-11-11 07:45:00
2020-11-11 08:00:00,1.18248,1.18267,1.18168,1.1824,1047,2020-11-11 08:28:00,2020-11-11 08:53:00
2020-11-11 09:00:00,1.1824,1.18282,1.18073,1.18083,1682,2020-11-11 09:59:00,2020-11-11 09:01:00
2020-11-11 10:00:00,1.18084,1.181,1.17841,1.17892,2508,2020-11-11 10:55:00,2020-11-11 10:09:00
2020-11-11 11:00:00,1.17889,1.18001,1.17799,1.1793,2454,2020-11-11 11:49:00,2020-11-11 11:30:00
2020-11-11 12:00:00,1.17927,1.17971,1.17752,1.1785,2067,2020-11-11 12:55:00,2020-11-11 12:09:00
2020-11-11 13:00:00,1.1785,1.17921,1.17623,1.17686,2213,2020-11-11 13:52:00,2020-11-11 13:05:00
2020-11-11 14:00:00,1.17686,1.17729,1.17538,1.17727,2470,2020-11-11 14:40:00,2020-11-11 14:59:00
2020-11-11 15:00:00,1.17729,1.17743,1.17539,1.17586,2461,2020-11-11 15:57:00,2020-11-11 15:26:00
2020-11-11 16:00:00,1.17586,1.17639,1.1746,1.17524,2509,2020-11-11 16:39:00,2020-11-11 16:10:00
2020-11-11 17:00:00,1.17524,1.17595,1.17457,1.1758,2354,2020-11-11 17:18:00,2020-11-11 17:58:00
2020-11-11 18:00:00,1.17579,1.17678,1.17562,1.1766,1785,2020-11-11 18:01:00,2020-11-11 18:59:00
2020-11-11 19:00:00,1.1766,1.17743,1.17628,1.17731,1302,2020-11-11 19:05:00,2020-11-11 19:58:00
2020-11-11 20:00:00,1.17732,1.1778,1.1771,1.17727,864,2020-11-11 20:00:00,2020-11-11 20:40:00
2020-11-11 21:00:00,1.17727,1.17753,1.17692,1.17739,1040,2020-11-11 21:52:00,2020-11-11 21:07:00
2020-11-11 22:00:00,1.17739,1.17813,1.17701,1.17805,945,2020-11-11 22:33:00,2020-11-11 22:59:00
2020-11-11 23:00:00,1.17805,1.17825,1.17784,1.17791,499,2020-11-11 23:45:00,2020-11-11 23:25:00
2020-11-12 00:00:00,1.17764,1.17798,1.17733,1.17777,556,2020-11-12 00:08:00,2020-11-12 00:41:00
2020-11-12 01:00:00,1.17777,1.178,1.17754,1.17793,379,2020-11-12 01:46:00,2020-11-12 01:57:00
2020-11-12 02:00:00,1.17794,1.17815,1.17733,1.17794,845,2020-11-12 02:27:00,2020-11-12 02:52:00
2020-11-12 03:00:00,1.17793,1.17884,1.17761,1.17819,1456,2020-11-12 03:02:00,2020-11-12 03:25:00
