Date,Open,High,Low,Close,Adj Close,Volume,Market and Exchange Names,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Commercial Positions-Long (All),Commercial Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Net_Position_NonComm,Net_Position_Comm,Net_Position_NonRept,COT_Index_NonComm,COT_Index_Comm,COT_Index_NonRept,COT_Index_OI,OI_Percentage_Comm,OI_Percentage_Short
2023-02-13,1.0671499967575073,1.0703500509262085,1.0669499635696411,1.0703500509262085,1.0703500509262085,143300,EURO FX - CHICAGO MERCANTILE EXCHANGE,781287.0,238338.0,73300.0,438393.0,650139.0,90502.0,43794.0,165038.0,-211746.0,46708.0,,,,,,
2023-02-14,1.0742499828338623,1.082450032234192,1.072450041770935,1.0756499767303467,1.0756499767303467,274364,EURO FX - CHICAGO MERCANTILE EXCHANGE,781287.0,238338.0,73300.0,438393.0,650139.0,90502.0,43794.0,165038.0,-211746.0,46708.0,,,,,,
2023-02-15,1.0751500129699707,1.076200008392334,1.0677499771118164,1.0698000192642212,1.0698000192642212,189147,EURO FX - CHICAGO MERCANTILE EXCHANGE,781287.0,238338.0,73300.0,438393.0,650139.0,90502.0,43794.0,165038.0,-211746.0,46708.0,,,,,,
2023-02-16,1.0702999830245972,1.0736500024795532,1.0667500495910645,1.070449948310852,1.070449948310852,188628,EURO FX - CHICAGO MERCANTILE EXCHANGE,781287.0,238338.0,73300.0,438393.0,650139.0,90502.0,43794.0,165038.0,-211746.0,46708.0,,,,,,
2023-02-17,1.068600058555603,1.0713000297546387,1.0626499652862549,1.0710999965667725,1.0710999965667725,189740,EURO FX - CHICAGO MERCANTILE EXCHANGE,781287.0,238338.0,73300.0,438393.0,650139.0,90502.0,43794.0,165038.0,-211746.0,46708.0,,,,,,
2023-02-21,1.0706000328063965,1.0718499422073364,1.0650500059127808,1.0661499500274658,1.0661499500274658,252448,EURO FX - CHICAGO MERCANTILE EXCHANGE,788633.0,236574.0,72668.0,444388.0,656178.0,93575.0,45691.0,163906.0,-211790.0,47884.0,,,,,,
2023-02-22,1.066499948501587,1.0676000118255615,1.0611000061035156,1.0612499713897705,1.0612499713897705,164068,EURO FX - CHICAGO MERCANTILE EXCHANGE,788633.0,236574.0,72668.0,444388.0,656178.0,93575.0,45691.0,163906.0,-211790.0,47884.0,,,,,,
2023-02-23,1.061650037765503,1.0637999773025513,1.0586999654769897,1.0605499744415283,1.0605499744415283,166113,EURO FX - CHICAGO MERCANTILE EXCHANGE,788633.0,236574.0,72668.0,444388.0,656178.0,93575.0,45691.0,163906.0,-211790.0,47884.0,,,,,,
2023-02-24,1.0605499744415283,1.062399983406067,1.054550051689148,1.0560499429702759,1.0560499429702759,202417,EURO FX - CHICAGO MERCANTILE EXCHANGE,788633.0,236574.0,72668.0,444388.0,656178.0,93575.0,45691.0,163906.0,-211790.0,47884.0,,,,,,
2023-02-27,1.0553499460220337,1.0629500150680542,1.0542000532150269,1.0618000030517578,1.0618000030517578,177211,EURO FX - CHICAGO MERCANTILE EXCHANGE,788633.0,236574.0,72668.0,444388.0,656178.0,93575.0,45691.0,163906.0,-211790.0,47884.0,,,,,,
