Date,Open,High,Low,Close,Adj Close,Volume,Market and Exchange Names,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Commercial Positions-Long (All),Commercial Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Net_Position_NonComm,Net_Position_Comm,Net_Position_NonRept,COT_Index_NonComm,COT_Index_Comm,COT_Index_NonRept,COT_Index_OI,OI_Percentage_Comm,OI_Percentage_Short
2023-03-20,0.0076500000432133675,0.007685000076889992,0.007569999899715185,0.007648000027984381,0.007648000027984381,452,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,179782.0,11048.0,85842.0,142857.0,56863.0,23727.0,34927.0,-74794.0,85994.0,-11200.0,,,,,,
2023-03-21,0.007650999817997217,0.007650999817997217,0.007575000170618296,0.007575000170618296,0.007575000170618296,44,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,179782.0,11048.0,85842.0,142857.0,56863.0,23727.0,34927.0,-74794.0,85994.0,-11200.0,,,,,,
2023-03-22,0.007583000231534243,0.007656999863684177,0.007553999777883291,0.007639000192284584,0.007639000192284584,1481,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,179782.0,11048.0,85842.0,142857.0,56863.0,23727.0,34927.0,-74794.0,85994.0,-11200.0,,,,,,
2023-03-23,0.0076430002227425575,0.007691999897360802,0.007633000146597624,0.007681999821215868,0.007681999821215868,540,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,179782.0,11048.0,85842.0,142857.0,56863.0,23727.0,34927.0,-74794.0,85994.0,-11200.0,,,,,,
2023-03-24,0.0076950001530349255,0.007734000217169523,0.007668000180274248,0.007675000000745058,0.007675000000745058,310,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,179782.0,11048.0,85842.0,142857.0,56863.0,23727.0,34927.0,-74794.0,85994.0,-11200.0,,,,,,
2023-03-27,0.007670000195503235,0.007672000210732222,0.007615000009536743,0.00762399984523654,0.00762399984523654,107,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169188.0,7255.0,73600.0,134389.0,61905.0,24336.0,30475.0,-66345.0,72484.0,-6139.0,,,,,,
2023-03-28,0.007644999772310257,0.007691000122576952,0.007644999772310257,0.007668000180274248,0.007668000180274248,72,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169188.0,7255.0,73600.0,134389.0,61905.0,24336.0,30475.0,-66345.0,72484.0,-6139.0,,,,,,
2023-03-29,0.007644999772310257,0.007644999772310257,0.007550999987870455,0.0075599998235702515,0.0075599998235702515,438,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169188.0,7255.0,73600.0,134389.0,61905.0,24336.0,30475.0,-66345.0,72484.0,-6139.0,,,,,,
2023-03-30,0.007561999838799238,0.007577000185847282,0.007540000136941671,0.007567999884486198,0.007567999884486198,110,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169188.0,7255.0,73600.0,134389.0,61905.0,24336.0,30475.0,-66345.0,72484.0,-6139.0,,,,,,
2023-03-31,0.007542999926954508,0.007555000018328428,0.007505000103265047,0.007552000228315592,0.007552000228315592,594,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169188.0,7255.0,73600.0,134389.0,61905.0,24336.0,30475.0,-66345.0,72484.0,-6139.0,,,,,,
2023-04-03,0.007519999984651804,0.007573000155389309,0.007495000027120113,0.0075690001249313354,0.0075690001249313354,610,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169473.0,9717.0,63692.0,132070.0,74508.0,24593.0,28180.0,-53975.0,57562.0,-3587.0,,,,,,
2023-04-04,0.007565000094473362,0.007615000009536743,0.0075240000151097775,0.007612000219523907,0.007612000219523907,183,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169473.0,9717.0,63692.0,132070.0,74508.0,24593.0,28180.0,-53975.0,57562.0,-3587.0,,,,,,
2023-04-05,0.007608000189065933,0.007670999970287085,0.007602000143378973,0.007641000207513571,0.007641000207513571,198,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169473.0,9717.0,63692.0,132070.0,74508.0,24593.0,28180.0,-53975.0,57562.0,-3587.0,,,,,,
2023-04-06,0.007637000177055597,0.007654999848455191,0.007592999842017889,0.007600000128149986,0.007600000128149986,105,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169473.0,9717.0,63692.0,132070.0,74508.0,24593.0,28180.0,-53975.0,57562.0,-3587.0,,,,,,
2023-04-10,0.007588000036776066,0.007592999842017889,0.0074800001457333565,0.00749000022187829,0.00749000022187829,352,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169473.0,9717.0,63692.0,132070.0,74508.0,24593.0,28180.0,-53975.0,57562.0,-3587.0,,,,,,
2023-04-11,0.007493999786674976,0.007521000225096941,0.0074800001457333565,0.007482000160962343,0.007482000160962343,473,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,178828.0,11523.0,68559.0,133327.0,81061.0,32150.0,27380.0,-57036.0,52266.0,4770.0,,,,,,
2023-04-12,0.007486000191420317,0.007534999866038561,0.007468999829143286,0.007513999938964844,0.007513999938964844,334,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,178828.0,11523.0,68559.0,133327.0,81061.0,32150.0,27380.0,-57036.0,52266.0,4770.0,,,,,,
2023-04-13,0.007505999878048897,0.007575999945402145,0.007501999847590923,0.007534000091254711,0.007534000091254711,348,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,178828.0,11523.0,68559.0,133327.0,81061.0,32150.0,27380.0,-57036.0,52266.0,4770.0,,,,,,
2023-04-14,0.007544000167399645,0.007550000213086605,0.007472999859601259,0.007474999874830246,0.007474999874830246,336,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,178828.0,11523.0,68559.0,133327.0,81061.0,32150.0,27380.0,-57036.0,52266.0,4770.0,,,,,,
2023-04-17,0.007457000203430653,0.007474999874830246,0.007443999871611595,0.007443999871611595,0.007443999871611595,148,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,176822.0,11933.0,69140.0,132604.0,76255.0,30405.0,29547.0,-57207.0,56349.0,858.0,,,,,,
2023-04-18,0.007470000069588423,0.00749799981713295,0.007455000188201666,0.0074880002066493034,0.0074880002066493034,276,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,176822.0,11933.0,69140.0,132604.0,76255.0,30405.0,29547.0,-57207.0,56349.0,858.0,,,,,,
2023-04-19,0.00749000022187829,0.00749000022187829,0.007431000005453825,0.007451000157743692,0.007451000157743692,137,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,176822.0,11933.0,69140.0,132604.0,76255.0,30405.0,29547.0,-57207.0,56349.0,858.0,,,,,,
2023-04-20,0.007453000172972679,0.00748499995097518,0.007437999825924635,0.007468999829143286,0.007468999829143286,56,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,176822.0,11933.0,69140.0,132604.0,76255.0,30405.0,29547.0,-57207.0,56349.0,858.0,,,,,,
2023-04-21,0.00749099999666214,0.007499999832361937,0.007459999993443489,0.007474999874830246,0.007474999874830246,619,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,176822.0,11933.0,69140.0,132604.0,76255.0,30405.0,29547.0,-57207.0,56349.0,858.0,,,,,,
2023-04-24,0.007482999935746193,0.00749099999666214,0.007449999917298555,0.0074720000848174095,0.0074720000848174095,125,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,177507.0,15661.0,72530.0,132747.0,71102.0,27108.0,31884.0,-56869.0,61645.0,-4776.0,,,,,,
2023-04-25,0.007476999890059233,0.007517999969422817,0.007466999813914299,0.0075090001337230206,0.0075090001337230206,395,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,177507.0,15661.0,72530.0,132747.0,71102.0,27108.0,31884.0,-56869.0,61645.0,-4776.0,,,,,,
2023-04-26,0.007499000057578087,0.007538000121712685,0.00749000022187829,0.0075090001337230206,0.0075090001337230206,580,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,177507.0,15661.0,72530.0,132747.0,71102.0,27108.0,31884.0,-56869.0,61645.0,-4776.0,,,,,,
2023-04-27,0.007499000057578087,0.007515000179409981,0.007470000069588423,0.007480999920517206,0.007480999920517206,290,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,177507.0,15661.0,72530.0,132747.0,71102.0,27108.0,31884.0,-56869.0,61645.0,-4776.0,,,,,,
2023-04-28,0.007486999966204166,0.00750999990850687,0.007340999785810709,0.007356000132858753,0.007356000132858753,198,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,177507.0,15661.0,72530.0,132747.0,71102.0,27108.0,31884.0,-56869.0,61645.0,-4776.0,,,,,,
2023-05-01,0.007319999858736992,0.007329000160098076,0.007282999809831381,0.007282999809831381,0.007282999809831381,104,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,184041.0,13680.0,82424.0,135330.0,62705.0,30358.0,34239.0,-68744.0,72625.0,-3881.0,,,,,,
2023-05-02,0.007282999809831381,0.007335000205785036,0.007269999943673611,0.007325000129640102,0.007325000129640102,136,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,184041.0,13680.0,82424.0,135330.0,62705.0,30358.0,34239.0,-68744.0,72625.0,-3881.0,,,,,,
2023-05-03,0.007338999770581722,0.007410000078380108,0.007338999770581722,0.0073910001665353775,0.0073910001665353775,385,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,184041.0,13680.0,82424.0,135330.0,62705.0,30358.0,34239.0,-68744.0,72625.0,-3881.0,,,,,,
2023-05-04,0.007437999825924635,0.007495000027120113,0.007437999825924635,0.007464999798685312,0.007464999798685312,381,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,184041.0,13680.0,82424.0,135330.0,62705.0,30358.0,34239.0,-68744.0,72625.0,-3881.0,,,,,,
2023-05-05,0.007474999874830246,0.007474999874830246,0.007422000169754028,0.0074280002154409885,0.0074280002154409885,183,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,184041.0,13680.0,82424.0,135330.0,62705.0,30358.0,34239.0,-68744.0,72625.0,-3881.0,,,,,,
2023-05-08,0.007416000124067068,0.007433000020682812,0.007406999822705984,0.007406999822705984,0.007406999822705984,25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,202996.0,28088.0,96412.0,141332.0,63811.0,30042.0,39239.0,-68324.0,77521.0,-9197.0,,,,,,
2023-05-09,0.007422000169754028,0.0074269999749958515,0.007395000196993351,0.007404999807476997,0.007404999807476997,531,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,202996.0,28088.0,96412.0,141332.0,63811.0,30042.0,39239.0,-68324.0,77521.0,-9197.0,,,,,,
2023-05-10,0.007402999792248011,0.007455000188201666,0.007389000151306391,0.007455000188201666,0.007455000188201666,367,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,202996.0,28088.0,96412.0,141332.0,63811.0,30042.0,39239.0,-68324.0,77521.0,-9197.0,,,,,,
2023-05-11,0.007459999993443489,0.007472999859601259,0.007435999810695648,0.007435999810695648,0.007435999810695648,389,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,202996.0,28088.0,96412.0,141332.0,63811.0,30042.0,39239.0,-68324.0,77521.0,-9197.0,,,,,,
2023-05-12,0.007369999773800373,0.00737199978902936,0.007369999773800373,0.007369999773800373,0.007369999773800373,240,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,202996.0,28088.0,96412.0,141332.0,63811.0,30042.0,39239.0,-68324.0,77521.0,-9197.0,,,,,,
2023-05-15,0.007354999892413616,0.007356999907642603,0.0073529998771846294,0.0073529998771846294,0.0073529998771846294,117556,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,192574.0,22229.0,83244.0,137992.0,68830.0,29150.0,37297.0,-61015.0,69162.0,-8147.0,,,,,,
2023-05-16,0.007387000136077404,0.007408999837934971,0.0073529998771846294,0.007373000029474497,0.007373000029474497,131509,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,192574.0,22229.0,83244.0,137992.0,68830.0,29150.0,37297.0,-61015.0,69162.0,-8147.0,,,,,,
2023-05-17,0.007369999773800373,0.007373000029474497,0.007296999916434288,0.007302999962121248,0.007302999962121248,132783,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,192574.0,22229.0,83244.0,137992.0,68830.0,29150.0,37297.0,-61015.0,69162.0,-8147.0,,,,,,
2023-05-18,0.0073009999468922615,0.007315999828279018,0.007240000180900097,0.00724400021135807,0.00724400021135807,174966,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,192574.0,22229.0,83244.0,137992.0,68830.0,29150.0,37297.0,-61015.0,69162.0,-8147.0,,,,,,
2023-05-19,0.007242000196129084,0.0073079997673630714,0.007242000196129084,0.0072730001993477345,0.0072730001993477345,199414,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,192574.0,22229.0,83244.0,137992.0,68830.0,29150.0,37297.0,-61015.0,69162.0,-8147.0,,,,,,
2023-05-22,0.007278000004589558,0.007304000202566385,0.007240000180900097,0.007247000001370907,0.007247000001370907,160566,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,200515.0,29494.0,94285.0,142392.0,66255.0,26570.0,37916.0,-64791.0,76137.0,-11346.0,,,,,,
2023-05-23,0.007246000226587057,0.007263000123202801,0.007226999849081039,0.007249999791383743,0.007249999791383743,155099,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,200515.0,29494.0,94285.0,142392.0,66255.0,26570.0,37916.0,-64791.0,76137.0,-11346.0,,,,,,
2023-05-24,0.0072479997761547565,0.007263000123202801,0.007189999800175428,0.007215000223368406,0.007215000223368406,173854,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,200515.0,29494.0,94285.0,142392.0,66255.0,26570.0,37916.0,-64791.0,76137.0,-11346.0,,,,,,
2023-05-25,0.007199999876320362,0.0072280000895261765,0.007155000232160091,0.0071669998578727245,0.0071669998578727245,195622,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,200515.0,29494.0,94285.0,142392.0,66255.0,26570.0,37916.0,-64791.0,76137.0,-11346.0,,,,,,
2023-05-26,0.007164000067859888,0.007191999815404415,0.0071299998089671135,0.007133999839425087,0.007133999839425087,191912,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,200515.0,29494.0,94285.0,142392.0,66255.0,26570.0,37916.0,-64791.0,76137.0,-11346.0,,,,,,
2023-05-30,0.0071319998241961,0.007185999769717455,0.007116999942809343,0.007170000113546848,0.007170000113546848,289996,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,226400.0,36760.0,117420.0,157498.0,65120.0,27680.0,39398.0,-80660.0,92378.0,-11718.0,,,,,,
2023-05-31,0.0071749999187886715,0.007203000131994486,0.007141000125557184,0.007199999876320362,0.007199999876320362,223184,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,226400.0,36760.0,117420.0,157498.0,65120.0,27680.0,39398.0,-80660.0,92378.0,-11718.0,,,,,,
2023-06-01,0.007195999845862389,0.007240999955683947,0.007160999812185764,0.0072189997881650925,0.0072189997881650925,186713,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,226400.0,36760.0,117420.0,157498.0,65120.0,27680.0,39398.0,-80660.0,92378.0,-11718.0,,,,,,
2023-06-02,0.007220999803394079,0.007230999879539013,0.007155000232160091,0.007162000052630901,0.007162000052630901,179137,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,226400.0,36760.0,117420.0,157498.0,65120.0,27680.0,39398.0,-80660.0,92378.0,-11718.0,,,,,,
2023-06-05,0.007158000022172928,0.007195999845862389,0.007133999839425087,0.0071760001592338085,0.0071760001592338085,162185,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,226400.0,36760.0,117420.0,157498.0,65120.0,27680.0,39398.0,-80660.0,92378.0,-11718.0,,,,,,
2023-06-06,0.007180000189691782,0.007203000131994486,0.007156999781727791,0.007174000144004822,0.007174000144004822,126561,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,243237.0,40736.0,136929.0,166931.0,60419.0,29299.0,39618.0,-96193.0,106512.0,-10319.0,,,,,,
2023-06-07,0.007172999903559685,0.007205000147223473,0.007143000140786171,0.007149000186473131,0.007149000186473131,182014,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,243237.0,40736.0,136929.0,166931.0,60419.0,29299.0,39618.0,-96193.0,106512.0,-10319.0,,,,,,
2023-06-08,0.0071470001712441444,0.0072130002081394196,0.007139999885112047,0.007207000162452459,0.007207000162452459,164936,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,243237.0,40736.0,136929.0,166931.0,60419.0,29299.0,39618.0,-96193.0,106512.0,-10319.0,,,,,,
2023-06-09,0.007207999937236309,0.007215000223368406,0.007164999842643738,0.007182000204920769,0.007182000204920769,162089,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,243237.0,40736.0,136929.0,166931.0,60419.0,29299.0,39618.0,-96193.0,106512.0,-10319.0,,,,,,
2023-06-12,0.007185999769717455,0.007199000101536512,0.007160999812185764,0.007168999873101711,0.007168999873101711,201077,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,245332.0,34151.0,138968.0,174461.0,60725.0,30731.0,39650.0,-104817.0,113736.0,-8919.0,,,,,,
2023-06-13,0.007170000113546848,0.007205999922007322,0.007133000064641237,0.007133999839425087,0.007133999839425087,267360,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,245332.0,34151.0,138968.0,174461.0,60725.0,30731.0,39650.0,-104817.0,113736.0,-8919.0,,,,,,
2023-06-14,0.007137000095099211,0.007184999994933605,0.007133000064641237,0.007162999827414751,0.007162999827414751,252406,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,245332.0,34151.0,138968.0,174461.0,60725.0,30731.0,39650.0,-104817.0,113736.0,-8919.0,,,,,,
2023-06-15,0.007143000140786171,0.0071470001712441444,0.007067999802529812,0.007127999793738127,0.007127999793738127,100593,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,245332.0,34151.0,138968.0,174461.0,60725.0,30731.0,39650.0,-104817.0,113736.0,-8919.0,,,,,,
2023-06-16,0.007133000064641237,0.007151000201702118,0.007065000012516975,0.007067000027745962,0.007067000027745962,795,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,245332.0,34151.0,138968.0,174461.0,60725.0,30731.0,39650.0,-104817.0,113736.0,-8919.0,,,,,,
2023-06-20,0.007079999893903732,0.007110000122338533,0.007060000207275152,0.007102999836206436,0.007102999836206436,1388,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,252566.0,37088.0,141064.0,175067.0,56886.0,31341.0,45546.0,-103976.0,118181.0,-14205.0,,,,,,
2023-06-21,0.007100999820977449,0.007100999820977449,0.007052999921143055,0.007081000134348869,0.007081000134348869,696,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,252566.0,37088.0,141064.0,175067.0,56886.0,31341.0,45546.0,-103976.0,118181.0,-14205.0,,,,,,
2023-06-22,0.007083999924361706,0.007085000164806843,0.007009999826550484,0.007015000097453594,0.007015000097453594,693,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,252566.0,37088.0,141064.0,175067.0,56886.0,31341.0,45546.0,-103976.0,118181.0,-14205.0,,,,,,
2023-06-23,0.007017000112682581,0.007031000219285488,0.00697400001809001,0.006976999808102846,0.006976999808102846,1180,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,252566.0,37088.0,141064.0,175067.0,56886.0,31341.0,45546.0,-103976.0,118181.0,-14205.0,,,,,,
2023-06-26,0.006984999869018793,0.007013999857008457,0.00698099983856082,0.006994000170379877,0.006994000170379877,223,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,252566.0,37088.0,141064.0,175067.0,56886.0,31341.0,45546.0,-103976.0,118181.0,-14205.0,,,,,97.7,2.9
2023-06-27,0.006994999945163727,0.007000000216066837,0.006957000121474266,0.006963000167161226,0.006963000167161226,534,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,238556.0,32244.0,139900.0,175201.0,56929.0,27983.0,38599.0,-107656.0,118272.0,-10616.0,,,,,97.7,2.9
2023-06-28,0.0069690002128481865,0.006974999792873859,0.006934999953955412,0.006949999835342169,0.006949999835342169,803,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,238556.0,32244.0,139900.0,175201.0,56929.0,27983.0,38599.0,-107656.0,118272.0,-10616.0,,,,,97.7,2.9
2023-06-29,0.006943000014871359,0.006953999865800142,0.006918000057339668,0.006918000057339668,0.006918000057339668,811,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,238556.0,32244.0,139900.0,175201.0,56929.0,27983.0,38599.0,-107656.0,118272.0,-10616.0,,,,,97.7,2.9
2023-06-30,0.006918999832123518,0.006947999820113182,0.006909000221639872,0.006943999789655209,0.006943999789655209,1488,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,238556.0,32244.0,139900.0,175201.0,56929.0,27983.0,38599.0,-107656.0,118272.0,-10616.0,,,,,97.7,2.9
2023-07-03,0.006941999774426222,0.006959000136703253,0.0069149998016655445,0.0069240001030266285,0.0069240001030266285,456,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,251524.0,38018.0,150888.0,181511.0,59145.0,29248.0,38744.0,-112870.0,122366.0,-9496.0,0.0,100.0,25.1,98.8,94.9,4.8
2023-07-05,0.006932999938726425,0.006949999835342169,0.006920999847352505,0.006924999877810478,0.006924999877810478,654,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,251524.0,38018.0,150888.0,181511.0,59145.0,29248.0,38744.0,-112870.0,122366.0,-9496.0,0.0,100.0,25.1,98.8,94.9,4.8
2023-07-06,0.006926000118255615,0.006972999777644873,0.0069240001030266285,0.006945999804884195,0.006945999804884195,1541,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,251524.0,38018.0,150888.0,181511.0,59145.0,29248.0,38744.0,-112870.0,122366.0,-9496.0,0.0,100.0,25.1,98.8,94.9,4.8
2023-07-07,0.006953999865800142,0.007046999875456095,0.006943999789655209,0.007044000085443258,0.007044000085443258,1356,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,251524.0,38018.0,150888.0,181511.0,59145.0,29248.0,38744.0,-112870.0,122366.0,-9496.0,0.0,100.0,25.1,98.8,94.9,4.8
2023-07-10,0.007038999814540148,0.007085000164806843,0.007000000216066837,0.007083999924361706,0.007083999924361706,621,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,251524.0,38018.0,150888.0,181511.0,59145.0,29248.0,38744.0,-112870.0,122366.0,-9496.0,0.0,100.0,25.1,98.8,100.0,4.9
2023-07-11,0.007081999909132719,0.007139999885112047,0.007075999863445759,0.00712599977850914,0.00712599977850914,738,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,265066.0,41713.0,159633.0,190157.0,64147.0,30449.0,38539.0,-117920.0,126010.0,-8090.0,0.0,100.0,32.4,100.0,100.0,4.9
2023-07-12,0.007133999839425087,0.007240000180900097,0.007133999839425087,0.007236000150442123,0.007236000150442123,799,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,265066.0,41713.0,159633.0,190157.0,64147.0,30449.0,38539.0,-117920.0,126010.0,-8090.0,0.0,100.0,32.4,100.0,100.0,4.9
2023-07-13,0.007228999864310026,0.0072479997761547565,0.007199999876320362,0.007247000001370907,0.007247000001370907,704,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,265066.0,41713.0,159633.0,190157.0,64147.0,30449.0,38539.0,-117920.0,126010.0,-8090.0,0.0,100.0,32.4,100.0,100.0,4.9
2023-07-14,0.007242000196129084,0.007286000065505505,0.007187999784946442,0.007203999906778336,0.007203999906778336,1404,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,265066.0,41713.0,159633.0,190157.0,64147.0,30449.0,38539.0,-117920.0,126010.0,-8090.0,0.0,100.0,32.4,100.0,100.0,4.9
2023-07-17,0.007203999906778336,0.007246000226587057,0.0071760001592338085,0.007191999815404415,0.007191999815404415,311,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,252349.0,29838.0,147020.0,190189.0,61112.0,29288.0,41183.0,-117182.0,129077.0,-11895.0,0.8,100.0,12.5,87.4,79.1,25.4
2023-07-18,0.00723800016567111,0.007284999825060368,0.007224999833852053,0.00723200011998415,0.00723200011998415,850,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,252349.0,29838.0,147020.0,190189.0,61112.0,29288.0,41183.0,-117182.0,129077.0,-11895.0,0.8,100.0,12.5,87.4,79.1,25.4
2023-07-19,0.0072189997881650925,0.0072280000895261765,0.007172000128775835,0.007191999815404415,0.007191999815404415,479,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,252349.0,29838.0,147020.0,190189.0,61112.0,29288.0,41183.0,-117182.0,129077.0,-11895.0,0.8,100.0,12.5,87.4,79.1,25.4
2023-07-20,0.007187999784946442,0.0072119999676942825,0.007143000140786171,0.007156999781727791,0.007156999781727791,866,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,252349.0,29838.0,147020.0,190189.0,61112.0,29288.0,41183.0,-117182.0,129077.0,-11895.0,0.8,100.0,12.5,87.4,79.1,25.4
2023-07-21,0.0071669998578727245,0.0071760001592338085,0.007069000042974949,0.007075000088661909,0.007075000088661909,871,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,252349.0,29838.0,147020.0,190189.0,61112.0,29288.0,41183.0,-117182.0,129077.0,-11895.0,0.8,100.0,12.5,87.4,79.1,25.4
2023-07-24,0.007079000119119883,0.007124000228941441,0.007075000088661909,0.00709300022572279,0.00709300022572279,715,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,230932.0,29776.0,120015.0,170491.0,72296.0,28148.0,36104.0,-90239.0,98195.0,-7956.0,28.3,72.4,33.3,66.2,69.1,31.3
2023-07-25,0.007085000164806843,0.00711800018325448,0.007079999893903732,0.00711200013756752,0.00711200013756752,328,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,230932.0,29776.0,120015.0,170491.0,72296.0,28148.0,36104.0,-90239.0,98195.0,-7956.0,28.3,72.4,33.3,66.2,69.1,31.3
2023-07-26,0.007114000152796507,0.0071669998578727245,0.007104999851435423,0.007164000067859888,0.007164000067859888,456,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,230932.0,29776.0,120015.0,170491.0,72296.0,28148.0,36104.0,-90239.0,98195.0,-7956.0,28.3,72.4,33.3,66.2,69.1,31.3
2023-07-27,0.007143000140786171,0.0072130002081394196,0.007096999790519476,0.007195000071078539,0.007195000071078539,962,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,230932.0,29776.0,120015.0,170491.0,72296.0,28148.0,36104.0,-90239.0,98195.0,-7956.0,28.3,72.4,33.3,66.2,69.1,31.3
2023-07-28,0.007201999891549349,0.007253999821841717,0.007100999820977449,0.007108999881893396,0.007108999881893396,1314,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,230932.0,29776.0,120015.0,170491.0,72296.0,28148.0,36104.0,-90239.0,98195.0,-7956.0,28.3,72.4,33.3,66.2,69.1,31.3
2023-07-31,0.00711800018325448,0.007124000228941441,0.007025000173598528,0.007044000085443258,0.007044000085443258,396,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,223760.0,30358.0,108110.0,161166.0,74611.0,30040.0,38843.0,-77752.0,86555.0,-8803.0,41.0,61.7,28.8,59.1,52.0,44.7
